hint_1|The Empress is Legitimist, my cousin is Republican, Morny is Orleanist, I am a socialist; the only Bonapartist is Persigny, and he is mad.' - Napoleon III
hint_2|'In politics, evils should be remedied not revenged.' - Napoleon III
hint_3|'This vice brings in one hundred million francs in taxes every year.' - Napoleon III
hint_4|'At first I thought the country needs a wise Minister, then I thought maybe it needs a wise King, but now I understand that the country needs wise people.' - Chancellor Emir Kabir of Persia
hint_5|'My only ambition is to be first soldier of Italian independence.' - King Victor Emmanuel II
hint_6|'Nothing has been spared in this world.' - Kaiser Franz
hint_7|'The midwife of history is violence.' - Kaiser Franz
hint_8|'It is better to abolish serfdom from above than to wait for it to abolish itself from below.' - Tsar Alexander II
hint_9|'We will not have failure - only success and new learning.' - Queen Victoria
hint_10|'Give my people plenty of beer, good beer, and cheap beer, and you will have no revolution among them.' - Queen Victoria
hint_11|'Just close your eyes and think of England.' - Queen Victoria
hint_12|'We are not interested in the possibilities of defeat. They do not exist.' - Queen Victoria
hint_13|'The important thing is not what they think of me, but what I think of them.' - Queen Victoria
hint_14|'Politics ruins the character.' - Otto von Bismarck
hint_15|'Be polite, write diplomatically, even in a declaration of war one observes the rules of politeness.' - Otto von Bismarck
hint_16|'Anyone who has ever looked into the glazed eyes of a soldier dying on the battlefield will think hard before starting a war.' - Otto von Bismarck
