lockitver|DO NOT DELETE THIS LINE! 2896
ui_music_volume|Musiklautstärke:
ui_sound_volume|Soundlautstärke:
ui_mouse_sensitivity|Mausempfindlichkeit:
ui_invert_mouse_y_axis|Maus-Y-Achse umkehren
ui_enabled|Aktiviert
ui_disabled|Deaktiviert
ui_damage_to_player|Spielerschaden:
ui_reduced_to_1_over_4_easiest|Reduziert auf 1/4 (Einfachste Stufe)
ui_reduced_to_1_over_2_easy|Reduziert auf 1/2 (Leicht)
ui_damage_to_friends|Schaden an Freunden:
ui_reduced_to_1_over_2_easiest|Reduziert auf 1/2 (Einfachste Stufe)
ui_reduced_to_3_over_4_easy|Reduziert auf 3/4 (Leicht)
ui_normal|Normal
ui_combat_ai|Kampf-KI:
ui_combat_speed|Kampfgeschwindigkeit:
ui_good|Gut
ui_average_caps|Durchschnittlich
ui_poor|Schlecht
ui_faster|Schneller
ui_slower|Langsamer
ui_control_block_direction|Blockrichtung kontrollieren:
ui_automatic_recommended|Automatisch
ui_by_mouse_movement|Durch Mausbewegung
ui_control_attack_direction|Angriffsrichtung kontrollieren:
ui_by_relative_enemy_position|Durch relative Feindposition
ui_by_inverse_mouse_movement|Durch umgekehrte Mausbewegung
ui_battle_size|Gefechtsgröße:
ui_show_attack_direction|Angriffsrichtung zeigen
ui_show_targeting_reticule|Fadenkreuz zeigen
ui_show_names_of_friendly_troops|Banner über befreundeten Truppen zeigen
ui_report_damage|Schadensbericht
ui_report_shot_difficulty|Schussschwierigkeit berichten
ui_difficulty_rating_percentage|Schwierigkeit = %d%%
ui_controls|Steuerung
ui_video_options|Videooptionen
ui_done|Fertig
ui_factions|Faktionen
ui_item_itemname|Gegenstand - %s
ui_prop_propname|Prop - %s
ui_unknown_unknownname|Unknown - %s
ui_entry_point_entrypointname|Entry Point %d
ui_passage_menu_item_passagename|Passage (menu item %d)
ui_plant_plantname|Plant - %s
ui_export_file_for_character_playername_already_exists_overwrite_it|Exportdatei für Charakter %s besteht schon. Überschreiben?
ui_yes|Ja
ui_no|Nein
ui_set_save_file_name|Gebt einen Namen für diesen Spielstand ein:
ui_enter_new_name|Neuen Namen eingeben:
ui_export_character|Charakter exportieren
ui_import_character|Charakter importieren
ui_character_playername_exported_successfully|Charakter %s erfolgreich exportiert.
ui_character_playername_imported_successfully|Charakter %s erfolgreich importiert.
ui_unable_to_open_import_file|Import-Datei kann nicht geöffnet werden.
ui_are_you_sure_you_want_to_import_the_character|Seid Ihr sicher, den Charakter importieren zu wollen?
ui_unable_to_find_character_import_file|Charakterimport-Datei nicht gefunden.
ui_mount_and_blade_is_running_in_trial_mode_please_buy_the_game_for_importing_a_character|Mount&Blade läuft im Testmodus. Bitte kaufen Sie das Spiel, wenn Sie einen Charakter importieren wollen.
ui_change_skin|Haut
ui_change_hair|Haar
ui_change_hair_color|Haarfarbe
ui_change_beard|Bart
ui_tutorial|Tutorial
ui_tutorial_face_generator|Ändert das Gesicht Eures Charakters mit den Schaltflächen und den Schiebereglern. Zum Drehen des Kopfes klickt ihn an und zieht die Maus herum.
ui_restore|Laden
ui_cancel|Abbrechen
ui_delete|Löschen
ui_confirm_delete_game|Seid Ihr sicher, dieses Spiel löschen zu wollen?
ui_error_removing_file|Fehler beim Entfernen der Datei ...
ui_day_datedisplay|Tag %d (%d:%d%d)
ui_reset_changes|Änderungen zurücksetzen
ui_weapon_proficiencies|Fähigkeiten
ui_skills|Fertigkeiten
ui_attributes|Eigenschaften
ui_enter_name_here|*Hier Namen eingeben*
ui_edit_face|Klickt, um das Gesicht zu bearbeiten
ui_statistics|Statistiken
ui_next|Weiter
ui_prev|Zurück
