
hint_1|可 以 通 過 按 住 F1鍵 不 放 來 命 令 士 兵 移 動 到 某 個 地 方 。 
hint_2|在 雨 天 ， 馬 和 人 的 跑 動 速 度 都 將 變 慢 。 
hint_3|在 地 圖 模 式 按 空 格 鍵 可 使 時 間 流 逝 。 
hint_4|在 旅 店 可 以 招 募 到 傭 兵 。 
hint_5|戰 斗 中 可 以 給 你 的 部 隊 發 出 命 令 。 
hint_6|提 高 部 隊 士 氣 能 夠 加 快 地 圖 模 式 中 的 行 進 速 度 。 
hint_7|受 傷 的 部 隊 成 員 能 通 過 在 旅 店 中 休 息 得 到 更 快 的 恢 復 。 
hint_8|在 交 易 窗 口 中 ， 按 住 CTRL鍵 不 放 再 點 鼠 標 可 以 快 速 購 買 /出 售 商 品 。 
hint_9|在 戰 斗 中 按 Backspace鍵 可 以 打 開 指 揮 界 面 。 
hint_10|當 你 呆 在 一 個 城 鎮 或 者 城 堡 的 時 候 ， 你 將 只 付 平 常 一 半 的 工 資 給 你 的 部 隊 。 類 似 地 ， 城 堡 裡 的 駐 軍 ， 你 也 只 付 平 常 一 半 的 工 資 給 他 們 。 
hint_11|按 Tab鍵 ， 你 就 能 直 接 離 開 任 何 地 方 。 
hint_12|按 住 Shift鍵 可 以 放 大 視 線 以 瞄 准 遠 處 的 敵 人 。 
